SUBJID,PARTNER,CONTRAST,MAPPING,BIN,TargProp,CompProp
S14,diff,test,Between,8,0.2857142857,0.7142857143
S14,same,test,Between,8,0.375,0.625
S14,diff,foil,Between,9,1,0
S14,same,foil,Between,9,1,0
S14,diff,test,Between,9,0.375,0.625
S14,same,test,Between,9,0.5,0.5
S14,diff,foil,Between,10,1,0
S14,same,foil,Between,10,1,0
S14,diff,test,Between,10,0.375,0.625
S14,same,test,Between,10,0.5714285714,0.4285714286
S14,diff,foil,Between,11,1,0
S14,same,foil,Between,11,1,0
S14,diff,test,Between,11,0.375,0.625
S14,same,test,Between,11,0.5714285714,0.4285714286
S14,diff,foil,Between,12,1,0
S14,same,foil,Between,12,1,0
S14,diff,test,Between,12,0.375,0.625
S14,same,test,Between,12,0.4285714286,0.5714285714
S14,diff,foil,Between,13,1,0
S14,same,foil,Between,13,1,0
S14,diff,test,Between,13,0.5555555556,0.4444444444
S14,same,test,Between,13,0.6,0.4
S14,diff,foil,Between,14,1,0
S14,same,foil,Between,14,1,0
S14,diff,test,Between,14,0.7142857143,0.2857142857
S14,same,test,Between,14,0.8333333333,0.1666666667
S14,diff,foil,Between,15,1,0
S14,same,foil,Between,15,1,0
S14,diff,test,Between,15,0.6666666667,0.3333333333
S14,same,test,Between,15,1,0
S14,diff,foil,Between,16,1,0
S14,same,foil,Between,16,1,0
S14,diff,test,Between,16,0.6666666667,0.3333333333
S14,same,test,Between,16,1,0
S14,diff,foil,Between,17,1,0
S14,same,foil,Between,17,1,0
S14,diff,test,Between,17,0.6,0.4
S14,same,test,Between,17,1,0
S14,diff,foil,Between,18,1,0
S14,same,foil,Between,18,1,0
S14,diff,test,Between,18,0.75,0.25
S14,same,test,Between,18,1,0
S15,diff,foil,Within,-6,0,0
S15,same,foil,Within,-6,0,0
S15,diff,test,Within,-6,0,0
S15,same,test,Within,-6,0,0
S15,diff,foil,Within,-5,0,0
S15,same,foil,Within,-5,0,0
S15,diff,test,Within,-5,0,0
S15,same,test,Within,-5,0,0
S15,diff,foil,Within,-4,0,0
S15,same,foil,Within,-4,0,0
S15,diff,test,Within,-4,0,0
S15,same,test,Within,-4,0,0
S15,diff,foil,Within,-3,0,0
S15,same,foil,Within,-3,0,0
S15,diff,test,Within,-3,0,0
S15,same,test,Within,-3,0,0
S15,diff,foil,Within,-2,0,0
S15,same,foil,Within,-2,0,0
S15,diff,test,Within,-2,0,0.125
S15,same,test,Within,-2,0,0
S15,diff,foil,Within,-1,0,0
S15,same,foil,Within,-1,0,0
S15,diff,test,Within,-1,0,0.125
S15,same,test,Within,-1,0,0
S15,diff,foil,Within,1,0,0
S15,same,foil,Within,1,0.125,0
S15,diff,test,Within,1,0,0.125
S15,same,test,Within,1,0,0
S15,diff,foil,Within,2,0,0
S15,same,foil,Within,2,0.125,0
S15,diff,test,Within,2,0,0.125
S15,same,test,Within,2,0,0
S15,diff,foil,Within,3,0,0
S15,same,foil,Within,3,0.125,0
S15,diff,test,Within,3,0,0
S15,same,test,Within,3,0,0
S15,diff,foil,Within,4,0,0
S15,same,foil,Within,4,0.2222222222,0
S15,diff,test,Within,4,0,0
S15,same,test,Within,4,0,0
S15,diff,foil,Within,5,0,0
S15,same,foil,Within,5,0.375,0
S15,diff,test,Within,5,0.1111111111,0
S15,same,test,Within,5,0,0
S15,diff,foil,Within,6,0.2,0
S15,same,foil,Within,6,0.375,0
S15,diff,test,Within,6,0.125,0
S15,same,test,Within,6,0,0
S15,diff,foil,Within,7,0.5,0
S15,same,foil,Within,7,0.5,0
S15,diff,test,Within,7,0.125,0
S15,same,test,Within,7,0,0
S15,diff,foil,Within,8,0.7142857143,0
S15,same,foil,Within,8,0.8571428571,0
S15,diff,test,Within,8,0.1111111111,0.1111111111
S15,same,test,Within,8,0,0
S15,diff,foil,Within,9,0.7777777778,0
S15,same,foil,Within,9,0.8571428571,0
S15,diff,test,Within,9,0.125,0.125
S15,same,test,Within,9,0,0
S15,diff,foil,Within,10,0.875,0
S15,same,foil,Within,10,0.8571428571,0
S15,diff,test,Within,10,0.1428571429,0.1428571429
S15,same,test,Within,10,0.1,0.2
S15,diff,foil,Within,11,0.8571428571,0
S15,same,foil,Within,11,0.8,0
S15,diff,test,Within,11,0.375,0
S15,same,test,Within,11,0.125,0.25
S15,diff,foil,Within,12,0.8,0
S15,same,foil,Within,12,0.8,0
S15,diff,test,Within,12,0.5,0
S15,same,test,Within,12,0.125,0.25
S15,diff,foil,Within,13,0.75,0
S15,same,foil,Within,13,0.6666666667,0
S15,diff,test,Within,13,0.6666666667,0
S15,same,test,Within,13,0.375,0.125
S15,diff,foil,Within,14,1,0
S15,same,foil,Within,14,0,0
S15,diff,test,Within,14,0.8333333333,0
S15,same,test,Within,14,0.5555555556,0.1111111111
S15,diff,foil,Within,15,1,0
S15,same,foil,Within,15,1,0
S15,diff,test,Within,15,1,0
S15,same,test,Within,15,0.625,0.25
S15,diff,foil,Within,16,1,0
S15,same,foil,Within,16,1,0
S15,diff,test,Within,16,1,0
S15,same,test,Within,16,0.5555555556,0.3333333333
S15,diff,foil,Within,17,1,0
S15,same,foil,Within,17,1,0
S15,diff,test,Within,17,1,0
S15,same,test,Within,17,0.7142857143,0.2857142857
S15,diff,foil,Within,18,1,0
S15,same,foil,Within,18,1,0
S15,diff,test,Within,18,1,0
S15,same,test,Within,18,1,0
S16,diff,foil,Within,-6,0,0
S16,same,foil,Within,-6,0.1428571429,0
S16,diff,test,Within,-6,0,0
S16,same,test,Within,-6,0.125,0.25
S16,diff,foil,Within,-5,0,0
S16,same,foil,Within,-5,0.1428571429,0
S16,diff,test,Within,-5,0,0
S16,same,test,Within,-5,0.1428571429,0.2857142857
S16,diff,foil,Within,-4,0,0
S16,same,foil,Within,-4,0.1428571429,0
S16,diff,test,Within,-4,0,0
S16,same,test,Within,-4,0.1428571429,0.2857142857
S16,diff,foil,Within,-3,0,0.1111111111
S16,same,foil,Within,-3,0.1428571429,0
S16,diff,test,Within,-3,0,0
S16,same,test,Within,-3,0.25,0.25
S16,diff,foil,Within,-2,0,0.125
S16,same,foil,Within,-2,0.2857142857,0
S16,diff,test,Within,-2,0,0.125
S16,same,test,Within,-2,0.5,0.1666666667
S16,diff,foil,Within,-1,0,0.2857142857
S16,same,foil,Within,-1,0.4285714286,0.2857142857
S16,diff,test,Within,-1,0,0.3333333333
S16,same,test,Within,-1,0.7142857143,0.1428571429
S16,diff,foil,Within,1,0.25,0.375
S16,same,foil,Within,1,0.6666666667,0.3333333333
S16,diff,test,Within,1,0.3333333333,0.5
S16,same,test,Within,1,0.625,0.375
S16,diff,foil,Within,2,0.5,0.375
S16,same,foil,Within,2,0.7142857143,0.2857142857
S16,diff,test,Within,2,0.3333333333,0.5
S16,same,test,Within,2,0.625,0.375
S16,diff,foil,Within,3,0.5,0.375
S16,same,foil,Within,3,0.8333333333,0.1666666667
S16,diff,test,Within,3,0.5714285714,0.2857142857
S16,same,test,Within,3,0.625,0.375
S16,diff,foil,Within,4,0.4,0.6
S16,same,foil,Within,4,0.8333333333,0.1666666667
S16,diff,test,Within,4,0.625,0.25
S16,same,test,Within,4,0.5,0.5
S16,diff,foil,Within,5,0.5714285714,0.2857142857
S16,same,foil,Within,5,0.8333333333,0.1666666667
S16,diff,test,Within,5,0.625,0.25
S16,same,test,Within,5,0.5,0.5
S16,diff,foil,Within,6,0.5714285714,0.2857142857
S16,same,foil,Within,6,0.8333333333,0.1666666667
S16,diff,test,Within,6,0.5714285714,0.2857142857
S16,same,test,Within,6,0.5,0.5
S16,diff,foil,Within,7,0.75,0.125
S16,same,foil,Within,7,1,0
S16,diff,test,Within,7,0.5,0.375
S16,same,test,Within,7,0.5,0.5
S16,diff,foil,Within,8,0.8571428571,0.1428571429
S16,same,foil,Within,8,1,0
S16,diff,test,Within,8,0.5,0.375
S16,same,test,Within,8,0.5,0.5
S16,diff,foil,Within,9,0.8571428571,0.1428571429
S16,same,foil,Within,9,1,0
S16,diff,test,Within,9,0.5,0.375
S16,same,test,Within,9,0.625,0.375
S16,diff,foil,Within,10,0.8571428571,0.1428571429
S16,same,foil,Within,10,1,0
S16,diff,test,Within,10,0.5714285714,0.2857142857
S16,same,test,Within,10,0.625,0.375
S16,diff,foil,Within,11,1,0
S16,same,foil,Within,11,1,0
S16,diff,test,Within,11,0.625,0.25
S16,same,test,Within,11,0.5714285714,0.4285714286
S16,diff,foil,Within,12,1,0
S16,same,foil,Within,12,1,0
S16,diff,test,Within,12,0.75,0.125
S16,same,test,Within,12,0.5,0.5
S16,diff,foil,Within,13,1,0
S16,same,foil,Within,13,1,0
S16,diff,test,Within,13,0.8571428571,0
S16,same,test,Within,13,0.5,0.5
S16,diff,foil,Within,14,1,0
S16,same,foil,Within,14,1,0
S16,diff,test,Within,14,1,0
S16,same,test,Within,14,0.75,0.25
S16,diff,foil,Within,15,1,0
S16,same,foil,Within,15,1,0
S16,diff,test,Within,15,1,0
S16,same,test,Within,15,1,0
S16,diff,foil,Within,16,1,0
S16,same,foil,Within,16,1,0
S16,diff,test,Within,16,1,0
S16,same,test,Within,16,1,0
S16,diff,foil,Within,17,1,0
S16,same,foil,Within,17,1,0
S16,diff,test,Within,17,1,0
S16,same,test,Within,17,1,0
S16,diff,foil,Within,18,1,0
S16,same,foil,Within,18,1,0
S16,diff,test,Within,18,1,0
S16,same,test,Within,18,1,0
S17,diff,foil,Within,-6,0,0.2857142857
S17,same,foil,Within,-6,0,0
S17,diff,test,Within,-6,0,0
S17,same,test,Within,-6,0,0
S17,diff,foil,Within,-5,0,0.2857142857
S17,same,foil,Within,-5,0,0
S17,diff,test,Within,-5,0,0
S17,same,test,Within,-5,0,0
S17,diff,foil,Within,-4,0,0.2857142857
S17,same,foil,Within,-4,0,0
S17,diff,test,Within,-4,0,0
S17,same,test,Within,-4,0,0
S17,diff,foil,Within,-3,0,0.2857142857
S17,same,foil,Within,-3,0,0.1428571429
S17,diff,test,Within,-3,0,0
S17,same,test,Within,-3,0,0
S17,diff,foil,Within,-2,0,0.2857142857
S17,same,foil,Within,-2,0,0.4
S17,diff,test,Within,-2,0,0
S17,same,test,Within,-2,0,0.1666666667
S17,diff,foil,Within,-1,0,0.5
S17,same,foil,Within,-1,0,0.5
S17,diff,test,Within,-1,0,0.25
S17,same,test,Within,-1,0.1428571429,0.4285714286
S17,diff,foil,Within,1,0,1
S17,same,foil,Within,1,0,0.8333333333
S17,diff,test,Within,1,0.6,0.2
S17,same,test,Within,1,0.4,0.6
S17,diff,foil,Within,2,0.5,0.5
S17,same,foil,Within,2,0,0.8333333333
S17,diff,test,Within,2,0.5714285714,0.2857142857
S17,same,test,Within,2,0.4,0.6
S17,diff,foil,Within,3,0.625,0.375
S17,same,foil,Within,3,0,1
S17,diff,test,Within,3,0.625,0.25
S17,same,test,Within,3,0.5,0.5
S17,diff,foil,Within,4,0.625,0.375
S17,same,foil,Within,4,0.25,0.75
S17,diff,test,Within,4,0.5714285714,0.4285714286
S17,same,test,Within,4,0.5,0.5
S17,diff,foil,Within,5,0.75,0.25
S17,same,foil,Within,5,0.3333333333,0.6666666667
S17,diff,test,Within,5,0.5,0.5
S17,same,test,Within,5,0.5,0.5
S17,diff,foil,Within,6,0.875,0.125
S17,same,foil,Within,6,0.6666666667,0.3333333333
S17,diff,test,Within,6,0.625,0.375
S17,same,test,Within,6,0.3333333333,0.6666666667
S17,diff,foil,Within,7,0.875,0.125
S17,same,foil,Within,7,0.75,0.25
S17,diff,test,Within,7,0.4285714286,0.5714285714
S17,same,test,Within,7,0.3333333333,0.6666666667
S17,diff,foil,Within,8,1,0
S17,same,foil,Within,8,0.6666666667,0.3333333333
S17,diff,test,Within,8,0.2857142857,0.7142857143
S17,same,test,Within,8,0.2,0.8
S17,diff,foil,Within,9,1,0
S17,same,foil,Within,9,0.75,0.25
S17,diff,test,Within,9,0.2857142857,0.7142857143
S17,same,test,Within,9,0.2,0.8
S17,diff,foil,Within,10,0.5,0
S17,same,foil,Within,10,0.6666666667,0.3333333333
S17,diff,test,Within,10,0.5714285714,0.4285714286
S17,same,test,Within,10,0.2,0.8
S17,diff,foil,Within,11,0,0
S17,same,foil,Within,11,0.6666666667,0.3333333333
S17,diff,test,Within,11,0.6666666667,0.3333333333
S17,same,test,Within,11,0.5,0.5
S17,diff,foil,Within,12,0.5,0
S17,same,foil,Within,12,1,0
S17,diff,test,Within,12,0.6666666667,0.3333333333
S17,same,test,Within,12,0.6666666667,0.3333333333
S17,diff,foil,Within,13,0.6666666667,0.3333333333
S17,same,foil,Within,13,1,0
S17,diff,test,Within,13,0.6666666667,0.3333333333
S17,same,test,Within,13,0.8333333333,0.1666666667
S17,diff,foil,Within,14,0.6666666667,0.3333333333
S17,same,foil,Within,14,1,0
S17,diff,test,Within,14,0.8333333333,0.1666666667
S17,same,test,Within,14,0.8333333333,0.1666666667
S17,diff,foil,Within,15,1,0
S17,same,foil,Within,15,1,0
S17,diff,test,Within,15,0.8333333333,0.1666666667
S17,same,test,Within,15,0.8,0.2
S17,diff,foil,Within,16,1,0
S17,same,foil,Within,16,1,0
S17,diff,test,Within,16,0.8,0.2
S17,same,test,Within,16,0.8,0.2
S17,diff,foil,Within,17,1,0
S17,same,foil,Within,17,1,0
S17,diff,test,Within,17,1,0
S17,same,test,Within,17,0.6666666667,0.3333333333
S17,diff,foil,Within,18,1,0
S17,same,foil,Within,18,1,0
S17,diff,test,Within,18,1,0
S17,same,test,Within,18,0.6666666667,0.3333333333
S18,diff,foil,Between,-6,0,0.1428571429
S18,same,foil,Between,-6,0.25,0
S18,diff,test,Between,-6,0,0
S18,same,test,Between,-6,0,0
S18,diff,foil,Between,-5,0,0.1666666667
S18,same,foil,Between,-5,0.2,0.2
S18,diff,test,Between,-5,0,0
S18,same,test,Between,-5,0,0
S18,diff,foil,Between,-4,0,0.1428571429
S18,same,foil,Between,-4,0.2,0.2
S18,diff,test,Between,-4,0,0
S18,same,test,Between,-4,0,0
S18,diff,foil,Between,-3,0,0.125
S18,same,foil,Between,-3,0.1428571429,0.1428571429
S18,diff,test,Between,-3,0,0
S18,same,test,Between,-3,0.2,0
S18,diff,foil,Between,-2,0,0.125
S18,same,foil,Between,-2,0.2,0.2
S18,diff,test,Between,-2,0,0
S18,same,test,Between,-2,0.25,0.25
S18,diff,foil,Between,-1,0,0
S18,same,foil,Between,-1,0.5,0.5
S18,diff,test,Between,-1,0.25,0.125
S18,same,test,Between,-1,0.2,0.4
S18,diff,foil,Between,1,0.2,0.2
S18,same,foil,Between,1,0.25,0.5
S18,diff,test,Between,1,0.5,0.125
S18,same,test,Between,1,0.1666666667,0.3333333333
S18,diff,foil,Between,2,0.5,0.25
S18,same,foil,Between,2,0,0.6666666667
S18,diff,test,Between,2,0.5,0.1666666667
S18,same,test,Between,2,0.1666666667,0.3333333333
S18,diff,foil,Between,3,1,0
S18,same,foil,Between,3,0,0.6666666667
S18,diff,test,Between,3,0.6666666667,0.1666666667
S18,same,test,Between,3,0.4,0.2
S18,diff,foil,Between,4,0.6,0.2
S18,same,foil,Between,4,0,1
S18,diff,test,Between,4,0.4,0.2
S18,same,test,Between,4,0.25,0.5
S18,diff,foil,Between,5,0.4,0.4
S18,same,foil,Between,5,0.3333333333,0.6666666667
S18,diff,test,Between,5,0.5,0.25
S18,same,test,Between,5,0.6,0.4
S18,diff,foil,Between,6,0.5,0.25
S18,same,foil,Between,6,0.3333333333,0.6666666667
S18,diff,test,Between,6,0.3333333333,0.3333333333
S18,same,test,Between,6,0.6,0.4
S18,diff,foil,Between,7,0.5,0.5
S18,same,foil,Between,7,0.3333333333,0.3333333333
S18,diff,test,Between,7,0.5,0.5
S18,same,test,Between,7,0.6,0.4
S18,diff,foil,Between,8,0.6,0.4
S18,same,foil,Between,8,0.5,0.25
S18,diff,test,Between,8,0.5,0.5
S18,same,test,Between,8,0.6666666667,0.1666666667
S18,diff,foil,Between,9,0.6,0.4
S18,same,foil,Between,9,0.8,0
S18,diff,test,Between,9,0,0.3333333333
S18,same,test,Between,9,0.7142857143,0
S18,diff,foil,Between,10,0.6666666667,0
S18,same,foil,Between,10,1,0
S18,diff,test,Between,10,0,0.25
S18,same,test,Between,10,0.5,0
S18,diff,foil,Between,11,0.6,0
S18,same,foil,Between,11,1,0
S18,diff,test,Between,11,0.4,0.2
S18,same,test,Between,11,0.4285714286,0
S18,diff,foil,Between,12,0.6666666667,0
S18,same,foil,Between,12,0.8,0
S18,diff,test,Between,12,0.6666666667,0
S18,same,test,Between,12,0.5,0
S18,diff,foil,Between,13,0.75,0
S18,same,foil,Between,13,0.8,0
S18,diff,test,Between,13,1,0
S18,same,test,Between,13,0.6666666667,0
S18,diff,foil,Between,14,1,0
S18,same,foil,Between,14,0.3333333333,0
S18,diff,test,Between,14,1,0
S18,same,test,Between,14,0.6666666667,0
S18,diff,foil,Between,15,0.5,0.5
S18,same,foil,Between,15,0,0
S18,diff,test,Between,15,1,0
S18,same,test,Between,15,1,0
S18,diff,foil,Between,16,0.5,0.5
S18,same,foil,Between,16,0,0
S18,diff,test,Between,16,1,0
S18,same,test,Between,16,1,0
S18,diff,foil,Between,17,0.5,0.5
S18,same,foil,Between,17,0,0
S18,diff,test,Between,17,1,0
S18,same,test,Between,17,1,0
S18,diff,foil,Between,18,1,0
S18,same,foil,Between,18,0,0
S18,diff,test,Between,18,1,0
S18,same,test,Between,18,1,0
S19,diff,foil,Between,-6,0.25,0.125
S19,same,foil,Between,-6,0.2,0
S19,diff,test,Between,-6,0,0
S19,same,test,Between,-6,0.2,0
S19,diff,foil,Between,-5,0.1428571429,0.1428571429
S19,same,foil,Between,-5,0.1666666667,0
S19,diff,test,Between,-5,0.125,0
S19,same,test,Between,-5,0.2,0
S19,diff,foil,Between,-4,0.1428571429,0.1428571429
S19,same,foil,Between,-4,0.1666666667,0
S19,diff,test,Between,-4,0.2222222222,0
S19,same,test,Between,-4,0.2,0
S19,diff,foil,Between,-3,0.4,0.2
S19,same,foil,Between,-3,0.2,0
S19,diff,test,Between,-3,0.2,0
S19,same,test,Between,-3,0.2,0.2
S19,diff,foil,Between,-2,0.3333333333,0.3333333333
S19,same,foil,Between,-2,0.2,0
S19,diff,test,Between,-2,0.1666666667,0.1666666667
S19,same,test,Between,-2,0.25,0.5
S19,diff,foil,Between,-1,0.5,0.5
S19,same,foil,Between,-1,0.6,0
S19,diff,test,Between,-1,0.2,0.2
S19,same,test,Between,-1,0.3333333333,0.6666666667
S19,diff,foil,Between,1,0,1
S19,same,foil,Between,1,0.6,0.4
S19,diff,test,Between,1,0.25,0.5
S19,same,test,Between,1,0.3333333333,0.6666666667
S19,diff,foil,Between,2,0.3333333333,0.6666666667
S19,same,foil,Between,2,0.6,0.4
S19,diff,test,Between,2,0.3333333333,0.3333333333
S19,same,test,Between,2,0.5,0.5
S19,diff,foil,Between,3,0.25,0.75
S19,same,foil,Between,3,0.75,0.25
S19,diff,test,Between,3,0.25,0.5
S19,same,test,Between,3,0.5,0.5
S19,diff,foil,Between,4,0.6,0.4
S19,same,foil,Between,4,0.8,0.2
S19,diff,test,Between,4,0.3333333333,0.6666666667
S19,same,test,Between,4,0.5,0.5
S19,diff,foil,Between,5,0.7142857143,0.2857142857
S19,same,foil,Between,5,0.75,0.25
S19,diff,test,Between,5,0.3333333333,0.6666666667
S19,same,test,Between,5,0.6,0.4
S19,diff,foil,Between,6,0.875,0.125
S19,same,foil,Between,6,0.8,0.2
S19,diff,test,Between,6,0.4,0.6
S19,same,test,Between,6,0.8333333333,0.1666666667
S19,diff,foil,Between,7,1,0
S19,same,foil,Between,7,0.5,0.5
S19,diff,test,Between,7,0.6,0.4
S19,same,test,Between,7,1,0
S19,diff,foil,Between,8,1,0
S19,same,foil,Between,8,0.8,0.2
S19,diff,test,Between,8,0.6666666667,0.3333333333
S19,same,test,Between,8,0.8571428571,0.1428571429
S19,diff,foil,Between,9,1,0
S19,same,foil,Between,9,1,0
S19,diff,test,Between,9,0.5,0.5
S19,same,test,Between,9,0.7142857143,0.2857142857
S19,diff,foil,Between,10,1,0
S19,same,foil,Between,10,1,0
S19,diff,test,Between,10,0.625,0.375
S19,same,test,Between,10,0.6,0.4
S19,diff,foil,Between,11,1,0
S19,same,foil,Between,11,1,0
S19,diff,test,Between,11,0.7142857143,0.2857142857
S19,same,test,Between,11,0.7142857143,0.2857142857
S19,diff,foil,Between,12,1,0
S19,same,foil,Between,12,1,0
S19,diff,test,Between,12,0.7142857143,0.2857142857
S19,same,test,Between,12,0.6666666667,0.3333333333
S19,diff,foil,Between,13,1,0
S19,same,foil,Between,13,1,0
S19,diff,test,Between,13,0.8571428571,0.1428571429
S19,same,test,Between,13,0.75,0.25
S19,diff,foil,Between,14,1,0
S19,same,foil,Between,14,1,0
S19,diff,test,Between,14,1,0
S19,same,test,Between,14,1,0
S19,diff,foil,Between,15,1,0
S19,same,foil,Between,15,1,0
S19,diff,test,Between,15,1,0
S19,same,test,Between,15,1,0
S19,diff,foil,Between,16,1,0
S19,same,foil,Between,16,1,0
S19,diff,test,Between,16,1,0
S19,same,test,Between,16,1,0
S19,diff,foil,Between,17,1,0
S19,same,foil,Between,17,1,0
S19,diff,test,Between,17,1,0
S19,same,test,Between,17,1,0
S19,diff,foil,Between,18,1,0
S19,same,foil,Between,18,1,0
S19,diff,test,Between,18,1,0
S19,same,test,Between,18,1,0
S20,diff,foil,Between,-6,0.1666666667,0
S20,same,foil,Between,-6,0,0.1666666667
S20,diff,test,Between,-6,0.6,0
S20,same,test,Between,-6,0.1666666667,0.1666666667
S20,diff,foil,Between,-5,0.1666666667,0
S20,same,foil,Between,-5,0,0.1666666667
S20,diff,test,Between,-5,0.6,0
S20,same,test,Between,-5,0.1666666667,0.1666666667
S20,diff,foil,Between,-4,0.1666666667,0
S20,same,foil,Between,-4,0,0.2
S20,diff,test,Between,-4,0.4285714286,0
S20,same,test,Between,-4,0.2,0.4
S20,diff,foil,Between,-3,0.2,0
S20,same,foil,Between,-3,0,0.25
S20,diff,test,Between,-3,0.5,0
S20,same,test,Between,-3,0.3333333333,0.3333333333
S20,diff,foil,Between,-2,0.2,0.2
S20,same,foil,Between,-2,0.2,0.2
S20,diff,test,Between,-2,0.5,0.125
S20,same,test,Between,-2,0.3333333333,0.3333333333
S20,diff,foil,Between,-1,0.5,0.1666666667
S20,same,foil,Between,-1,0.6666666667,0.1666666667
S20,diff,test,Between,-1,0.5714285714,0.1428571429
S20,same,test,Between,-1,0.6,0.4
S20,diff,foil,Between,1,0.8333333333,0.1666666667
S20,same,foil,Between,1,0.8333333333,0.1666666667
S20,diff,test,Between,1,0.5,0.375
S20,same,test,Between,1,0.8333333333,0.1666666667
S20,diff,foil,Between,2,0.8571428571,0.1428571429
S20,same,foil,Between,2,0.8571428571,0.1428571429
S20,diff,test,Between,2,0.5,0.375
S20,same,test,Between,2,0.6666666667,0.3333333333
S20,diff,foil,Between,3,0.8571428571,0.1428571429
S20,same,foil,Between,3,0.8333333333,0.1666666667
S20,diff,test,Between,3,0.4285714286,0.4285714286
S20,same,test,Between,3,0.6666666667,0.3333333333
S20,diff,foil,Between,4,0.8571428571,0.1428571429
S20,same,foil,Between,4,0.8333333333,0.1666666667
S20,diff,test,Between,4,0.2857142857,0.5714285714
S20,same,test,Between,4,0.6666666667,0.3333333333
S20,diff,foil,Between,5,0.8,0.2
S20,same,foil,Between,5,0.5,0.5
S20,diff,test,Between,5,0.1428571429,0.8571428571
S20,same,test,Between,5,0.6666666667,0.3333333333
S20,diff,foil,Between,6,0.75,0.25
S20,same,foil,Between,6,0.4,0.6
S20,diff,test,Between,6,0.25,0.75
S20,same,test,Between,6,0.5,0.5
S20,diff,foil,Between,7,0.8,0.2
S20,same,foil,Between,7,0.5,0.5
S20,diff,test,Between,7,0.375,0.625
S20,same,test,Between,7,0.5714285714,0.4285714286
S20,diff,foil,Between,8,0.75,0.25
S20,same,foil,Between,8,0.25,0.75
S20,diff,test,Between,8,0.375,0.625
S20,same,test,Between,8,0.5714285714,0.4285714286
S20,diff,foil,Between,9,1,0
S20,same,foil,Between,9,0.5,0.5
S20,diff,test,Between,9,0.375,0.625
S20,same,test,Between,9,0.4285714286,0.5714285714
S20,diff,foil,Between,10,1,0
S20,same,foil,Between,10,1,0
S20,diff,test,Between,10,0.1666666667,0.8333333333
S20,same,test,Between,10,0.4285714286,0.5714285714
S20,diff,foil,Between,11,1,0
S20,same,foil,Between,11,1,0
S20,diff,test,Between,11,0.1428571429,0.8571428571
S20,same,test,Between,11,0.4,0.6
S20,diff,foil,Between,12,1,0
S20,same,foil,Between,12,1,0
S20,diff,test,Between,12,0.2,0.8
S20,same,test,Between,12,0.75,0.25
S20,diff,foil,Between,13,1,0
S20,same,foil,Between,13,1,0
S20,diff,test,Between,13,0.2,0.8
S20,same,test,Between,13,0.75,0.25
S20,diff,foil,Between,14,1,0
S20,same,foil,Between,14,1,0
S20,diff,test,Between,14,0.4,0.6
S20,same,test,Between,14,0.75,0.25
S20,diff,foil,Between,15,1,0
S20,same,foil,Between,15,1,0
S20,diff,test,Between,15,0.75,0.25
S20,same,test,Between,15,0.6666666667,0.3333333333
S20,diff,foil,Between,16,1,0
S20,same,foil,Between,16,1,0
S20,diff,test,Between,16,0.75,0.25
S20,same,test,Between,16,0.6666666667,0.3333333333
S20,diff,foil,Between,17,1,0
S20,same,foil,Between,17,1,0
S20,diff,test,Between,17,1,0
S20,same,test,Between,17,0.6666666667,0.3333333333
S20,diff,foil,Between,18,1,0
S20,same,foil,Between,18,1,0
S20,diff,test,Between,18,1,0
S20,same,test,Between,18,0.6666666667,0.3333333333
S21,diff,foil,Within,-6,0,0.25
S21,same,foil,Within,-6,0.2,0
S21,diff,test,Within,-6,0,0
S21,same,test,Within,-6,0,0.4
S21,diff,foil,Within,-5,0,0.2
S21,same,foil,Within,-5,0.25,0
S21,diff,test,Within,-5,0,0
S21,same,test,Within,-5,0,0.4
S21,diff,foil,Within,-4,0,0.1666666667
S21,same,foil,Within,-4,0.2,0.2
S21,diff,test,Within,-4,0,0
S21,same,test,Within,-4,0,0.2
S21,diff,foil,Within,-3,0,0.1666666667
S21,same,foil,Within,-3,0.25,0.25
S21,diff,test,Within,-3,0,0.1666666667
S21,same,test,Within,-3,0,0.4
S21,diff,foil,Within,-2,0.2857142857,0.4285714286
S21,same,foil,Within,-2,0.5,0.25
S21,diff,test,Within,-2,0.1428571429,0.1428571429
S21,same,test,Within,-2,0,0.6
S21,diff,foil,Within,-1,0.4285714286,0.5714285714
S21,same,foil,Within,-1,0.5,0.25
S21,diff,test,Within,-1,0.2,0.2
S21,same,test,Within,-1,0.4,0.6
S21,diff,foil,Within,1,0.5714285714,0.4285714286
S21,same,foil,Within,1,0.3333333333,0.6666666667
S21,diff,test,Within,1,0.5714285714,0.2857142857
S21,same,test,Within,1,0.2857142857,0.4285714286
S21,diff,foil,Within,2,0.5714285714,0.4285714286
S21,same,foil,Within,2,0.3333333333,0.6666666667
S21,diff,test,Within,2,0.5714285714,0.2857142857
S21,same,test,Within,2,0.3333333333,0.3333333333
S21,diff,foil,Within,3,0.5,0.5
S21,same,foil,Within,3,0.5714285714,0.4285714286
S21,diff,test,Within,3,0.6666666667,0.1666666667
S21,same,test,Within,3,0.4,0.4
S21,diff,foil,Within,4,0.8333333333,0.1666666667
S21,same,foil,Within,4,0.8,0.2
S21,diff,test,Within,4,0.6666666667,0.3333333333
S21,same,test,Within,4,0.4,0.4
S21,diff,foil,Within,5,1,0
S21,same,foil,Within,5,1,0
S21,diff,test,Within,5,0.7142857143,0.2857142857
S21,same,test,Within,5,0.1666666667,0.6666666667
S21,diff,foil,Within,6,0.8571428571,0
S21,same,foil,Within,6,1,0
S21,diff,test,Within,6,0.6,0.4
